# Sim1-Brhammaputra (Up to date)
# 220 data points written for 58 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (31.2 m/s):  "Parachute"
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
3.727,58.712,58.712,3.462,11.362,-9.551,9.554,34.545,0.004,34.545,89.994,10.821,0.211,28.61,-80.6,6.041,-3.039e-7,29.145,0.003,21.541,89.991,2007.76,47.7,0.197,0.002,9.792,76.327,62.523,1.812,0,0,0.216,0.448,0.308,0.02,0.12,0.487,1.374,1.815,-3.789e-4,0,0,0,0,0.674,1.662,90,30.533,1007.704,0.001,349.802,0.037,9.058e5,7.62,45.604,0.05,0.769,0.002
3.777,58.873,58.873,2.985,11.215,-9.523,9.525,35.086,0.004,35.086,89.994,10.811,0.213,28.61,-80.6,6.585,-3.165e-7,30.067,0.002,20.061,89.991,2007.76,47.7,0.197,0.002,9.792,76.128,62.523,1.785,0,0,0.214,0.449,0.309,0.02,0.12,0.494,1.518,1.978,4.67e-4,0,0,0,0,0.733,1.646,90,30.532,1007.686,0.001,349.801,0.037,8.957e5,7.62,45.604,0.05,0.772,0.002
3.827,59.011,59.011,2.51,11.088,-9.496,9.498,35.626,0.004,35.626,89.994,10.8,0.211,28.61,-80.6,7.104,-3.43e-7,31.041,0.002,18.534,89.991,2007.76,47.7,0.197,0.002,9.792,75.943,62.523,1.761,0,0,0.212,0.45,0.31,0.02,0.12,0.501,1.659,2.123,3.794e-4,0,0,0,0,0.799,1.614,90,30.531,1007.671,0.001,349.8,0.036,8.856e5,7.62,45.604,0.05,0.775,0.002
3.877,59.124,59.124,2.036,10.98,-9.47,9.472,36.166,0.004,36.166,89.994,10.79,0.208,28.61,-80.6,7.601,-3.381e-7,32.056,0.001,16.956,89.991,2007.76,47.7,0.197,0.002,9.792,75.772,62.523,1.739,0,0,0.21,0.45,0.31,0.02,0.12,0.507,1.797,2.253,-2.204e-4,0,0,0,0,0.872,1.567,90,30.53,1007.658,0.001,349.8,0.036,8.756e5,7.62,45.604,0.05,0.778,0.002
3.927,59.214,59.214,1.563,10.892,-9.446,9.448,36.705,0.004,36.705,89.994,10.779,0.203,28.61,-80.6,8.075,-3.241e-7,33.104,0.001,15.327,89.99,2007.76,47.7,0.197,0.002,9.792,75.613,62.523,1.718,0,0,0.208,0.451,0.311,0.02,0.12,0.514,1.931,2.366,-1.123e-4,0,0,0,0,0.952,1.502,90,30.529,1007.648,0.001,349.799,0.035,8.656e5,7.62,45.604,0.05,0.782,0.002
3.977,59.281,59.281,1.091,10.825,-9.42,9.422,37.244,0.004,37.244,89.994,10.769,0.197,28.61,-80.6,8.548,-3.112e-7,34.178,7.814e-4,13.646,89.99,2007.76,47.7,0.197,0.002,9.792,75.458,62.523,1.698,0,0,0.207,0.452,0.312,0.02,0.12,0.52,2.067,2.478,-4.336e-4,0,0,0,0,1.031,1.461,90,30.528,1007.641,0.001,349.799,0.035,8.586e5,7.62,45.604,0.05,0.785,0.002
4.027,59.324,59.324,0.621,10.778,-9.393,9.395,37.782,0.004,37.782,89.993,10.76,0.19,28.61,-80.6,8.997,0,35.289,4.197e-4,11.909,89.99,2007.76,47.7,0.197,0.002,9.792,75.315,62.523,1.679,0,0,0.207,0.452,0.312,0.02,0.12,0.526,2.199,2.581,-2.963e-4,0,0,0,0,1.11,1.443,90,30.528,1007.636,0.001,349.799,0.035,8.543e5,7.62,45.604,0.05,0.788,0.002
4.077,59.343,59.343,0.152,10.752,-9.365,9.367,38.32,0.004,38.32,89.993,10.75,0.182,28.61,-80.6,9.403,-2.92e-7,36.432,3.207e-6,10.116,89.99,2007.76,47.7,0.197,0.002,9.792,75.189,62.523,1.662,0,0,0.208,0.452,0.312,0.02,0.12,0.531,2.32,2.67,2.473e-4,0,0,0,0,1.186,1.452,90,30.528,1007.634,0.001,349.799,0.035,8.532e5,7.62,45.604,0.05,0.791,0.002
# Event APOGEE occurred at t=4.127 seconds
4.127,59.339,59.339,-0.316,10.746,-9.338,9.34,38.857,0.005,38.857,89.993,10.742,0.172,28.61,-80.6,9.745,-2.971e-7,37.613,-5.304e-4,8.265,89.989,2007.76,47.7,0.197,0.002,9.792,75.085,62.523,1.649,0,0,0.21,0.452,0.312,0.02,0.12,0.534,2.423,2.735,2.539e-4,0,0,0,0,1.26,1.478,90,30.528,1007.634,0.001,349.799,0.035,8.547e5,7.62,45.604,0.05,0.795,0.002
4.177,59.311,59.311,-0.782,10.762,-9.312,9.314,39.394,0.005,39.394,89.993,10.733,0.161,28.61,-80.6,10.003,-3.069e-7,38.821,-0.001,6.354,89.989,2007.76,47.7,0.197,0.002,9.792,75.007,62.523,1.638,0,0,0.214,0.452,0.312,0.02,0.12,0.537,2.502,2.771,-4.336e-4,0,0,0,0,1.328,1.53,90,30.528,1007.637,0.001,349.799,0.035,8.592e5,7.62,45.604,0.05,0.799,0.002
4.227,59.261,59.261,-1.247,10.798,-9.293,9.294,39.93,0.005,39.93,89.993,10.726,0.146,28.61,-80.6,10.191,-3.261e-7,40.054,-0.002,4.383,89.989,2007.76,47.7,0.197,0.002,9.792,74.952,62.523,1.631,0,0,0.216,0.451,0.311,0.02,0.12,0.539,2.56,2.77,-1.674e-5,0,0,0,0,1.406,1.534,90,30.529,1007.643,0.001,349.799,0.035,8.616e5,7.62,45.604,0.05,0.802,0.002
4.277,59.187,59.187,-1.711,10.854,-9.277,9.278,40.467,0.005,40.467,89.993,10.719,0.13,28.61,-80.6,10.294,-3.134e-7,41.28,-0.002,2.349,89.989,2007.76,47.7,0.197,0.002,9.792,74.922,62.523,1.627,0,0,0.218,0.451,0.311,0.02,0.12,0.54,2.592,2.738,3.222e-5,0,0,0,0,1.479,1.544,90,30.529,1007.651,0.001,349.8,0.035,8.658e5,7.62,45.604,0.05,0.805,0.002
4.327,59.089,59.089,-2.175,10.931,-9.265,9.266,41.002,0.005,41.002,89.993,10.713,0.112,28.61,-80.6,10.311,-3.045e-7,42.504,-0.002,0.255,89.988,2007.76,47.7,0.197,0.002,9.792,74.917,62.523,1.626,0,0,0.221,0.451,0.311,0.02,0.12,0.54,2.597,2.674,-2.879e-4,0,0,0,0,1.55,1.551,90,30.53,1007.662,0.001,349.8,0.036,8.709e5,7.62,45.604,0.05,0.808,0.002
4.377,58.969,58.969,-2.638,11.028,-9.26,9.261,41.538,0.005,41.538,89.993,10.708,0.092,28.61,-80.6,10.344,-3.219e-7,43.7,-0.002,-1.901,89.988,2007.76,47.7,0.197,0.002,9.792,74.907,62.523,1.625,0,0,0.22,0.451,0.311,0.02,0.12,0.54,2.607,2.595,-1.837e-4,0,0,0,0,1.643,1.448,90,30.531,1007.675,0.001,349.801,0.036,8.697e5,7.62,45.604,0.05,0.812,0.002
4.427,58.826,58.826,-3.101,11.144,-9.258,9.258,42.073,0.005,42.073,89.993,10.703,0.072,28.61,-80.6,10.257,-3.362e-7,44.853,-0.002,-4.115,89.988,2007.76,47.7,0.197,0.002,9.792,74.932,62.523,1.629,0,0,0.222,0.451,0.311,0.02,0.12,0.539,2.58,2.487,-2.998e-4,0,0,0,0,1.715,1.398,90,30.532,1007.691,0.001,349.801,0.036,8.735e5,7.62,45.604,0.05,0.816,0.002
4.477,58.659,58.659,-3.564,11.278,-9.26,9.26,42.608,0.005,42.608,89.993,10.7,0.054,28.61,-80.6,9.911,-3.181e-7,45.968,-0.003,-6.385,89.988,2007.76,47.7,0.197,0.002,9.792,75.035,62.523,1.642,0,0,0.227,0.45,0.31,0.02,0.12,0.534,2.474,2.319,-3.925e-4,0,0,0,0,1.743,1.489,90,30.533,1007.71,0.001,349.802,0.036,8.88e5,7.62,45.604,0.05,0.819,0.002
4.527,58.469,58.469,-4.027,11.431,-9.27,9.27,43.143,0.006,43.143,89.993,10.698,0.036,28.61,-80.6,9.43,-3.29e-7,47.033,-0.004,-8.711,89.987,2007.76,47.7,0.197,0.002,9.792,75.181,62.523,1.661,0,0,0.232,0.448,0.308,0.02,0.12,0.527,2.328,2.108,-8.285e-5,0,0,0,0,1.76,1.593,90,30.535,1007.731,0.001,349.803,0.037,9.044e5,7.62,45.604,0.05,0.822,0.002
4.577,58.256,58.256,-4.491,11.601,-9.289,9.289,43.678,0.006,43.678,89.992,10.697,0.021,28.61,-80.6,8.85,-3.353e-7,48.023,-0.005,-11.087,89.987,2007.76,47.7,0.197,0.002,9.792,75.362,62.523,1.685,0,0,0.238,0.448,0.308,0.02,0.12,0.52,2.156,1.862,-7.548e-5,0,0,0,0,1.769,1.684,90,30.537,1007.755,0.001,349.804,0.038,9.209e5,7.62,45.604,0.05,0.825,0.002
4.627,58.02,58.02,-4.956,11.788,-9.311,9.311,44.213,0.006,44.213,89.992,10.696,0.006,28.61,-80.6,8.345,-3.238e-7,48.917,-0.006,-13.511,89.987,2007.76,47.7,0.197,0.002,9.792,75.524,62.523,1.706,0,0,0.24,0.448,0.308,0.02,0.12,0.514,2.009,1.63,2.1e-5,0,0,0,0,1.797,1.66,90,30.538,1007.781,0.001,349.805,0.038,9.309e5,7.62,45.604,0.05,0.828,0.002
4.677,57.761,57.761,-5.422,11.992,-9.337,9.337,44.748,0.006,44.748,89.992,10.696,0.006,28.61,-80.6,7.803,-3.492e-7,49.71,-0.006,-15.978,89.986,2007.76,47.7,0.197,0.002,9.792,75.704,62.523,1.73,0,0,0.242,0.448,0.308,0.02,0.12,0.507,1.854,1.388,3.842e-4,0,0,0,0,1.819,1.609,90,30.541,1007.81,0.001,349.806,0.038,9.403e5,7.62,45.604,0.05,0.831,0.002
4.727,57.478,57.478,-5.89,12.211,-9.373,9.373,45.282,0.006,45.282,89.992,10.696,0.012,28.61,-80.6,7.034,-3.475e-7,50.377,-0.007,-18.48,89.986,2007.76,47.7,0.197,0.002,9.792,75.968,62.523,1.764,0,0,0.246,0.448,0.308,0.02,0.12,0.498,1.64,1.088,-4.573e-4,0,0,0,0,1.806,1.644,90,30.543,1007.842,0.001,349.808,0.039,9.562e5,7.62,45.604,0.05,0.834,0.002
4.777,57.172,57.172,-6.36,12.445,-9.414,9.414,45.817,0.006,45.817,89.992,10.697,0.013,28.61,-80.6,6.168,-3.385e-7,50.892,-0.009,-21.013,89.986,2007.76,47.7,0.197,0.002,9.792,76.28,62.523,1.805,0,0,0.25,0.448,0.308,0.02,0.12,0.489,1.407,0.763,4.281e-4,0,0,0,0,1.778,1.687,90,30.545,1007.876,0.001,349.809,0.04,9.736e5,7.62,45.604,0.05,0.837,0.002
4.827,56.842,56.842,-6.831,12.693,-9.455,9.455,46.352,0.006,46.352,89.992,10.698,0.012,28.61,-80.6,5.383,-3.36e-7,51.24,-0.01,-23.567,89.986,2007.76,47.7,0.197,0.002,9.792,76.576,62.523,1.844,0,0,0.252,0.448,0.308,0.02,0.12,0.48,1.204,0.466,-2.217e-4,0,0,0,0,1.754,1.652,90,30.548,1007.912,0.001,349.811,0.04,9.869e5,7.62,45.604,0.05,0.84,0.002
4.877,56.488,56.488,-7.305,12.954,-9.5,9.5,46.887,0.007,46.887,89.992,10.698,0.003,28.61,-80.6,4.478,-3.394e-7,51.427,-0.013,-26.134,89.985,2007.76,47.7,0.197,0.002,9.792,76.935,62.523,1.891,0,0,0.256,0.448,0.308,0.02,0.12,0.472,0.978,0.138,4.916e-6,0,0,0,0,1.71,1.648,90,30.551,1007.952,0.001,349.813,0.041,1.003e6,7.62,45.604,0.05,0.844,0.002
4.927,56.111,56.111,-7.781,13.229,-9.547,9.547,47.422,0.007,47.422,89.992,10.698,0.012,28.61,-80.6,3.521,-3.398e-7,51.401,-0.017,-28.706,89.985,2007.76,47.7,0.197,0.002,9.792,77.336,62.523,1.944,0,0,0.26,0.448,0.308,0.02,0.12,0.463,0.749,-0.195,-1.121e-4,0,0,0,0,1.651,1.646,90,30.554,1007.994,0.001,349.814,0.042,1.02e6,7.62,45.604,0.05,0.846,0.002
4.977,55.71,55.71,-8.26,13.515,-9.596,9.596,47.957,0.007,47.957,89.992,10.697,0.034,28.61,-80.6,2.515,-3.483e-7,51.176,-0.024,-31.271,89.984,2007.76,47.7,0.197,0.002,9.792,77.782,62.523,2.002,0,0,0.266,0.448,0.308,0.02,0.12,0.456,0.52,-0.538,-2.889e-4,0,0,0,0,1.58,1.648,90,30.557,1008.039,0.001,349.816,0.042,1.039e6,7.62,45.604,0.05,0.85,0.002
5.027,55.285,55.285,-8.741,13.812,-9.649,9.649,48.492,0.007,48.492,89.992,10.694,0.066,28.61,-80.6,1.358,-3.462e-7,50.695,-0.047,-33.819,89.984,2007.76,47.7,0.197,0.002,9.792,78.33,62.523,2.074,0,0,0.274,0.449,0.308,0.02,0.12,0.451,0.272,-0.922,-2.981e-4,0,0,0,0,1.486,1.707,90,30.56,1008.086,0.001,349.818,0.043,1.061e6,7.62,45.604,0.05,0.853,0.002
5.077,54.836,54.836,-9.225,14.12,-9.704,9.705,49.026,0.007,49.026,89.992,10.69,0.11,28.61,-80.599,0.102,-3.548e-7,50.054,-0.684,-36.336,89.984,2007.76,47.7,0.197,0.002,9.792,78.972,62.523,2.159,0,0,0.285,0.449,0.308,0.02,0.12,0.449,0.02,-0.161,-1.123e-4,0,0,0,0,0.204,1.805,90,30.564,1008.136,0.001,349.821,0.044,1.086e6,7.62,45.604,0.05,0.856,0.002
5.127,54.363,54.363,-9.711,14.438,-9.759,9.761,49.561,0.007,49.561,89.991,10.683,0.163,28.61,-80.599,1.157,-4.1e-7,-49.168,-0.065,-38.821,89.983,2007.76,47.7,0.197,0.002,9.792,78.43,62.523,2.088,0,0,0.3,0.449,0.308,0.02,0.12,0.45,0.23,1.754,-2.662e-4,0,0,0,0,-1.274,1.898,90,30.568,1008.189,0.001,349.823,0.045,1.112e6,7.62,45.604,0.05,0.86,0.002
5.177,53.865,53.865,-10.201,14.764,-9.812,9.815,50.094,0.008,50.094,89.991,10.674,0.224,28.61,-80.599,2.291,-4.469e-7,-47.708,-0.033,-41.245,89.983,2007.76,47.7,0.197,0.002,9.792,77.885,62.523,2.016,0,0,0.316,0.449,0.308,0.02,0.12,0.455,0.471,2.1,1.742e-4,0,0,0,0,-1.151,1.944,90,30.572,1008.244,0.001,349.825,0.046,1.135e6,7.62,45.604,0.05,0.863,0.002
5.227,53.343,53.343,-10.693,15.099,-9.865,9.87,50.628,0.008,50.628,89.991,10.661,0.297,28.61,-80.599,3.38,-5.309e-7,-45.931,-0.022,-43.587,89.982,2007.76,47.7,0.197,0.002,9.792,77.397,62.523,1.952,0,0,0.335,0.449,0.308,0.02,0.12,0.463,0.716,2.422,-9.954e-5,0,0,0,0,-1.023,1.989,90,30.576,1008.303,0.001,349.828,0.047,1.159e6,7.62,45.604,0.05,0.866,0.002
5.277,52.796,52.796,-11.187,15.442,-9.904,9.91,51.16,0.008,51.16,89.991,10.644,0.363,28.61,-80.599,4.191,-5.988e-7,-43.839,-0.017,-45.832,89.982,2007.76,47.7,0.197,0.002,9.792,77.053,62.523,1.907,0,0,0.351,0.449,0.308,0.02,0.12,0.469,0.908,2.634,2.013e-5,0,0,0,0,-0.902,1.938,90,30.58,1008.364,0.001,349.83,0.048,1.178e6,7.62,45.604,0.05,0.87,0.002
5.327,52.224,52.224,-11.683,15.791,-9.95,9.96,51.692,0.008,51.692,89.991,10.624,0.448,28.61,-80.599,5.1,-6.64e-7,-41.544,-0.013,-47.968,89.982,2007.76,47.7,0.197,0.002,9.792,76.687,62.523,1.859,0,0,0.372,0.449,0.308,0.02,0.12,0.478,1.132,2.883,4.495e-4,0,0,0,0,-0.779,1.963,90,30.585,1008.427,0.001,349.833,0.049,1.201e6,7.62,45.604,0.05,0.873,0.002
5.377,51.627,51.627,-12.182,16.147,-9.99,10.004,52.223,0.008,52.223,89.991,10.599,0.537,28.61,-80.599,5.902,-7.514e-7,-38.875,-0.011,-49.98,89.982,2007.76,47.7,0.197,0.002,9.792,76.38,62.523,1.818,0,0,0.393,0.449,0.308,0.02,0.12,0.486,1.338,3.088,-3.471e-4,0,0,0,0,-0.656,1.982,90,30.589,1008.494,0.001,349.836,0.05,1.225e6,7.62,45.604,0.05,0.876,0.002
5.427,51.006,51.006,-12.682,16.51,-10.012,10.03,52.752,0.008,52.752,89.991,10.571,0.608,28.61,-80.599,6.426,-8.023e-7,-36.018,-0.009,-51.853,89.982,2007.76,47.7,0.197,0.002,9.792,76.186,62.523,1.793,0,0,0.411,0.449,0.308,0.02,0.12,0.492,1.476,3.191,-4.071e-4,0,0,0,0,-0.545,1.924,90,30.594,1008.563,0.001,349.839,0.051,1.245e6,7.62,45.604,0.05,0.879,0.002
5.477,50.359,50.359,-13.183,16.877,-10.028,10.05,53.28,0.009,53.28,89.991,10.538,0.676,28.61,-80.599,6.847,-8.423e-7,-32.964,-0.007,-53.578,89.981,2007.76,47.7,0.197,0.002,9.792,76.035,62.523,1.773,0,0,0.43,0.449,0.308,0.02,0.12,0.497,1.589,3.259,3.232e-6,0,0,0,0,-0.441,1.871,90,30.599,1008.635,0.001,349.842,0.052,1.267e6,7.62,45.604,0.05,0.883,0.002
5.527,49.687,49.687,-13.685,17.25,-10.038,10.066,53.806,0.009,53.806,89.991,10.503,0.741,28.61,-80.599,7.181,-8.141e-7,-29.768,-0.006,-55.147,89.981,2007.76,47.7,0.197,0.002,9.792,75.918,62.523,1.758,0,0,0.448,0.449,0.308,0.02,0.12,0.501,1.681,3.301,3.49e-4,0,0,0,0,-0.347,1.833,90,30.605,1008.71,0.001,349.845,0.053,1.289e6,7.62,45.604,0.05,0.885,0.002
5.577,48.991,48.991,-14.187,17.629,-10.037,10.068,54.33,0.009,54.33,89.991,10.465,0.787,28.61,-80.599,7.319,-8.291e-7,-26.425,-0.005,-56.552,89.981,2007.76,47.7,0.197,0.002,9.792,75.87,62.523,1.752,0,0,0.465,0.449,0.308,0.02,0.12,0.502,1.719,3.275,8.713e-5,0,0,0,0,-0.265,1.767,90,30.61,1008.788,0.001,349.849,0.054,1.311e6,7.62,45.604,0.05,0.889,0.002
5.627,48.269,48.269,-14.688,18.011,-10.029,10.062,54.852,0.009,54.852,89.99,10.424,0.821,28.61,-80.599,7.338,-8.271e-7,-23.05,-0.004,-57.789,89.981,2007.76,47.7,0.197,0.002,9.792,75.864,62.523,1.751,0,0,0.481,0.449,0.308,0.02,0.12,0.503,1.724,3.213,8.992e-5,0,0,0,0,-0.195,1.704,90,30.616,1008.868,0.001,349.852,0.054,1.333e6,7.62,45.604,0.05,0.892,0.002
5.677,47.522,47.522,-15.189,18.399,-10.02,10.057,55.372,0.009,55.372,89.99,10.383,0.854,28.61,-80.599,7.319,-8.629e-7,-19.606,-0.003,-58.856,89.982,2007.76,47.7,0.197,0.002,9.792,75.87,62.523,1.752,0,0,0.499,0.449,0.308,0.02,0.12,0.503,1.719,3.147,3.454e-4,0,0,0,0,-0.136,1.684,90,30.622,1008.952,0.001,349.856,0.055,1.357e6,7.62,45.604,0.05,0.895,0.002
5.727,46.75,46.75,-15.69,18.79,-10.012,10.051,55.891,0.009,55.891,89.99,10.339,0.884,28.61,-80.599,7.262,-6.988e-7,-16.121,-0.003,-59.749,89.982,2007.76,47.7,0.197,0.002,9.792,75.89,62.523,1.754,0,0,0.518,0.449,0.308,0.021,0.12,0.502,1.703,3.076,2.975e-4,0,0,0,0,-0.088,1.706,90,30.628,1009.038,0.001,349.86,0.057,1.384e6,7.62,45.604,0.05,0.897,0.003
5.777,45.953,45.953,-16.19,19.186,-9.999,10.04,56.406,0.01,56.406,89.99,10.294,0.905,28.61,-80.599,7.12,-4.992e-7,-12.573,-0.003,-60.467,89.982,2007.76,47.7,0.197,0.002,9.792,75.94,62.523,1.761,0,0,0.538,0.449,0.308,0.021,0.12,0.5,1.664,2.981,4.397e-4,0,0,0,0,-0.052,1.753,90,30.634,1009.127,0.001,349.863,0.058,1.412e6,7.62,45.604,0.05,0.9,0.003
5.827,45.131,45.131,-16.69,19.586,-9.973,10.013,56.92,0.01,56.92,89.99,10.249,0.892,28.61,-80.599,6.754,-4.489e-7,-9.043,-0.003,-61.007,89.982,2007.76,47.7,0.197,0.002,9.792,76.069,62.523,1.778,0,0,0.554,0.449,0.308,0.021,0.12,0.496,1.564,2.806,2.518e-5,0,0,0,0,-0.026,1.765,90,30.641,1009.218,0.001,349.867,0.059,1.439e6,7.62,45.604,0.05,0.903,0.003
5.877,44.284,44.284,-17.187,19.989,-9.924,9.958,57.431,0.01,57.431,89.99,10.206,0.822,28.61,-80.599,6.029,-3.128e-7,-5.676,-0.002,-61.373,89.983,2007.76,47.7,0.197,0.002,9.792,76.333,62.523,1.812,0,0,0.562,0.449,0.308,0.021,0.12,0.488,1.371,2.494,6.245e-6,0,0,0,0,-0.01,1.675,90,30.648,1009.313,0.001,349.871,0.06,1.462e6,7.62,45.604,0.05,0.906,0.003
5.927,43.412,43.412,-17.682,20.397,-9.872,9.899,57.941,0.01,57.941,89.99,10.167,0.74,28.61,-80.599,5.227,0,-2.678,-0.002,-61.581,89.983,2007.76,47.7,0.197,0.002,9.792,76.638,62.523,1.852,0,0,0.571,0.449,0.308,0.021,0.12,0.48,1.164,2.159,-4.323e-4,0,0,0,0,-0.002,1.602,90,30.655,1009.41,0.001,349.876,0.061,1.487e6,7.62,45.604,0.05,0.909,0.003
5.977,42.516,42.516,-18.175,20.808,-9.828,9.851,58.448,0.01,58.448,89.99,10.132,0.676,28.61,-80.599,4.551,0,0.031,-0.002,-61.646,89.983,2007.76,47.7,0.197,0.002,9.792,76.907,62.523,1.888,0,0,0.585,0.449,0.308,0.021,0.12,0.473,0.996,1.88,-1.343e-4,0,0,0,0,2.704e-7,1.628,90,30.662,1009.51,0.001,349.88,0.062,1.515e6,7.62,45.604,0.05,0.911,0.003
6.027,41.595,41.595,-18.665,21.222,-9.77,9.787,58.954,0.011,58.954,89.99,10.1,0.579,28.61,-80.599,3.671,0,2.436,-0.002,-61.583,89.983,2007.76,47.7,0.197,0.002,9.792,77.273,62.523,1.936,0,0,0.596,0.449,0.308,0.021,0.121,0.466,0.784,1.516,-1.63e-4,0,0,0,0,0.002,1.603,90,30.669,1009.612,0.001,349.884,0.063,1.542e6,7.62,45.604,0.05,0.914,0.003
6.077,40.649,40.649,-19.152,21.64,-9.703,9.714,59.458,0.011,59.458,89.99,10.074,0.463,28.61,-80.599,2.665,0,4.314,-0.002,-61.412,89.983,2007.76,47.7,0.197,0.002,9.792,77.716,62.523,1.994,0,0,0.607,0.449,0.308,0.021,0.121,0.458,0.554,1.099,1.908e-4,0,0,0,0,0.005,1.549,90,30.677,1009.718,0.001,349.889,0.064,1.568e6,7.62,45.604,0.05,0.916,0.003
6.127,39.68,39.68,-19.635,22.059,-9.644,9.651,59.961,0.011,59.961,89.99,10.053,0.371,28.61,-80.599,1.833,0,5.675,-0.003,-61.16,89.983,2007.76,47.7,0.197,0.002,9.792,78.103,62.523,2.045,0,0,0.625,0.45,0.308,0.021,0.121,0.454,0.372,0.753,-5.369e-5,0,0,0,0,0.008,1.593,90,30.684,1009.826,0.001,349.894,0.065,1.598e6,7.62,45.604,0.05,0.919,0.003
6.177,38.686,38.686,-20.116,22.481,-9.576,9.579,60.464,0.011,60.464,89.989,10.037,0.264,28.61,-80.599,0.904,0,6.577,-0.007,-60.851,89.983,2007.76,47.7,0.197,0.002,9.792,78.559,62.523,2.104,0,0,0.643,0.45,0.308,0.021,0.121,0.451,0.179,0.365,1.309e-4,0,0,0,0,0.011,1.602,90,30.692,1009.937,0.001,349.898,0.066,1.627e6,7.62,45.604,0.05,0.921,0.003
6.227,37.668,37.668,-20.593,22.904,-9.495,9.496,60.965,0.011,60.965,89.989,10.027,0.14,28.61,-80.599,0.157,0,-6.803,-0.052,-60.514,89.983,2007.76,47.7,0.197,0.002,9.792,78.945,62.523,2.155,0,0,0.662,0.45,0.308,0.021,0.121,0.45,0.03,0.077,4.998e-4,0,0,0,0,-0.011,1.543,90,30.7,1010.05,0.001,349.903,0.068,1.654e6,7.62,45.604,0.05,0.924,0.003
6.277,36.627,36.627,-21.065,23.328,-9.412,9.412,61.466,0.012,61.466,89.989,10.023,0.021,28.61,-80.599,1.123,0,-6.332,-0.009,-60.183,89.983,2007.76,47.7,0.197,0.002,9.792,78.449,62.523,2.09,0,0,0.687,0.45,0.308,0.021,0.121,0.451,0.223,0.475,3.931e-4,0,0,0,0,-0.009,1.507,90,30.709,1010.166,0.001,349.908,0.069,1.682e6,7.62,45.604,0.05,0.927,0.003
6.327,35.562,35.562,-21.534,23.753,-9.324,9.325,61.968,0.012,61.968,89.989,10.025,0.101,28.61,-80.599,2.003,0,-5.201,-0.006,-59.892,89.983,2007.76,47.7,0.197,0.002,9.792,78.022,62.523,2.034,0,0,0.716,0.45,0.308,0.021,0.121,0.455,0.409,0.837,9.075e-5,0,0,0,0,-0.006,1.475,90,30.717,1010.285,0.001,349.913,0.07,1.709e6,7.62,45.604,0.05,0.93,0.003
6.377,34.473,34.473,-21.998,24.178,-9.231,9.234,62.469,0.012,62.469,89.989,10.033,0.227,28.61,-80.599,2.829,-3.077e-7,-3.414,-0.006,-59.673,89.982,2007.76,47.7,0.197,0.002,9.792,77.642,62.523,1.984,0,0,0.747,0.45,0.308,0.021,0.121,0.46,0.591,1.175,2.812e-4,0,0,0,0,-0.003,1.417,90,30.726,1010.406,0.001,349.919,0.071,1.737e6,7.62,45.604,0.05,0.933,0.003
6.427,33.362,33.362,-22.457,24.602,-9.145,9.152,62.971,0.012,62.971,89.989,10.048,0.34,28.61,-80.599,3.487,-4.096e-7,-0.995,-0.006,-59.561,89.982,2007.76,47.7,0.197,0.002,9.792,77.353,62.523,1.946,0,0,0.779,0.45,0.308,0.021,0.121,0.465,0.741,1.443,-4.945e-4,0,0,0,0,-2.078e-4,1.371,90,30.735,1010.53,0.001,349.924,0.072,1.764e6,7.62,45.604,0.05,0.936,0.003
6.477,32.228,32.228,-22.912,25.026,-9.076,9.087,63.474,0.012,63.474,89.989,10.067,0.426,28.61,-80.599,3.924,0,1.916,-0.006,-59.582,89.981,2007.76,47.7,0.197,0.002,9.792,77.167,62.523,1.922,0,0,0.811,0.45,0.308,0.021,0.121,0.468,0.844,1.622,-3.094e-4,0,0,0,0,7.453e-4,1.353,90,30.744,1010.657,0.001,349.93,0.073,1.793e6,7.62,45.604,0.05,0.939,0.003
